index,count,title,brand,Rating,Panel,community,avgscore,NOM,Previous NOM,Agave_Region,Region,Cooking,Extraction,Water_Source,Fermentation,Distillation,Still,Aging,ABVorProof,Other,aromas1c,aromas1t,aromas2c,aromas2t,aromas3c,aromas3t,aromas4c,aromas4t,aromas5c,aromas5t,aromas6c,aromas6t,aromas7c,aromas7t,aromas8c,aromas8t,aromas9c,aromas9t,aromas10c,aromas10t,aromas11c,aromas11t,aromas12c,aromas12t,flavors1c,flavors1t,flavors2c,flavors2t,flavors3c,flavors3t,flavors4c,flavors4t,flavors5c,flavors5t,flavors6c,flavors6t,flavors7c,flavors7t,flavors8c,flavors8t,flavors9c,flavors9t,flavors10c,flavors10t,flavors11c,flavors11t,flavors12c,flavors12t
1908,1,Montoro Blanco,Montoro,0,,,0,1460,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1909,1,Montoro Reposado,Montoro,1,,73,36.5,1460,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1910,1,Montoro Añejo,Montoro,0,,,0,1460,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1911,1,Montoro Extra Añejo,Montoro,0,,,0,1460,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1915,1,Mucha Liga Blanco,Mucha Liga,33,74,72,73,1610,(Previously:1551),-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Stainless Pot w/Copper Coil,-,40% abv (80-proof),-,3,Alcohol,1,Solvent,1,Wet Earth,1,Grass,1,Grapes,1,Chlorine,1,Mint,1,Acetone,1,Lemon,1,Citrus,1,Agave (raw),1,Agave (cooked),3,Alcohol,2,Brine/Salt,2,Agave (raw),2,Metallic,1,Solvent,1,Rose,1,Astringent,1,Citrus,1,Agave (cooked),1,Minerals,1,Medicinal,,
1916,1,Mucha Liga Reposado,Mucha Liga,27,78,74,76,1610,(Previously:1551),-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Stainless Pot w/Copper Coil,American White Oak barrels,40% abv (80-proof),-,2,Alcohol,2,Earth,1,Pepper (black),1,Pitted Fruit,1,Caramel,1,Vanilla,1,Agave (cooked),,,,,,,,,,,3,Alcohol,2,Earth,1,Pepper (black),1,Caramel,1,Fruity,1,Vanilla,,,,,,,,,,,,
1917,1,Mucha Liga Añejo,Mucha Liga,35,79,78,78.5,1610,(Previously:1551),-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Stainless Pot w/Copper Coil,American White Oak barrels,40% abv (80-proof),-,1,Earth,1,Whiskey,1,Honey,1,Cinnamon,1,Vanilla,1,Oak,1,Artificial Sweetener,1,Caramel,,,,,,,,,2,Earth,2,Pepper (black),1,Whiskey,1,Honey,1,Cinnamon,1,Oak,1,Vanilla,1,Artificial Sweetener,1,Caramel,1,Mint,,,,
1918,1,Muchote Reposado,Muchoté,38,84,87,85.5,1414,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,American White Oak barrels,40% abv (80-proof),-,6,Agave (cooked),6,Citrus,6,Oak,3,Vanilla,2,Caramel,2,Butterscotch,2,Cherries (dried),2,White Pepper,1,Butter,1,Apple,1,Orange Blossom,1,Earth,7,Citrus,5,Agave (cooked),5,Oak,3,Caramel,3,Pepper (black),3,Honey,3,Vanilla,2,Apple,2,Earth,2,Pitted Fruit,2,Barrel Spice,1,Butter
1936,1,Nayar Tequila Añejo,Nayar,1,61,,30.5,1580,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1937,1,Negro Zafiro Tequila Plata,Negro Zafiro,16,53,76,64.5,1416,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Column,-,35-39% abv (70-78 proof),-,4,Agave (cooked),2,Agave (raw),1,Olive,1,Pepper (black),1,Vegetal,1,Chocolate,1,Vanilla,,,,,,,,,,,4,Pepper (black),3,Medicinal,3,Vanilla,2,Agave (cooked),2,Alcohol,1,Butter,1,Olive,1,Earth,1,Vegetal,1,Lemongrass,1,Herbal,1,Clove
1953,1,Nobleza Azul Tequila Blanco,Nobleza Azul,12,79,73,76,1414,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,1,Agave (cooked),,,,,,,,,,,,,,,,,,,,,,,1,Agave (cooked),1,Butter,,,,,,,,,,,,,,,,,,,,
1954,1,Nobleza Azul Tequila Reposado,Nobleza Azul,9,79,79,79,1414,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,1,Butterscotch,1,Butter,1,Oak,1,Cinnamon,1,Alcohol,1,Caramel,1,Apple,1,Fruity,1,Vanilla,1,Peach,,,,,1,Cinnamon,1,Alcohol,1,Caramel,,,,,,,,,,,,,,,,,,
1955,1,Nobleza Azul Tequila Añejo,Nobleza Azul,7,73,65,69,1414,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,1,Agave (cooked),1,Banana,1,Orange,1,Tangerine,1,Fruity,1,Yeast/Dough,1,Oak,,,,,,,,,,,1,Oak,,,,,,,,,,,,,,,,,,,,,,
1956,1,Nocaut Tequila Blanco,Nocaut,4,85,66,75.5,1499,(Previously:1459),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,50% abv (100-proof),-,1,Agave (cooked),1,Alcohol,1,Flowers,,,,,,,,,,,,,,,,,,,1,Agave (cooked),1,Alcohol,1,Flowers,,,,,,,,,,,,,,,,,,
1957,1,Nocaut Tequila Reposado,Nocaut,3,,81,40.5,1499,(Previously:1459),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,50% abv (100-proof),-,1,Caramel,1,Toffee,1,Smoke,1,Agave (raw),1,Agave (cooked),1,Pepper (black),1,Earth,1,Pear,,,,,,,,,2,Agave (cooked),1,Solvent,1,Vanilla,1,Agave (raw),,,,,,,,,,,,,,,,
1958,1,Nocaut Tequila Añejo,Nocaut,1,86,,43,1499,(Previously:1459),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,50% abv (100-proof),-,1,Agave (cooked),1,Oak,1,Whiskey,,,,,,,,,,,,,,,,,,,1,Agave (cooked),1,Anise,1,Leather,1,Oak,1,Licorice,1,Whiskey,,,,,,,,,,,,
1959,1,Noche Mexicana Tequila Reposado,Noche Mexicana,0,,,0,1499,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1970,1,Nuestro Orgullo Tequila Blanco,Nuestro Orgullo,2,,83,41.5,1479,(Previously:1517),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1971,1,Nuestro Orgullo Tequila Reposado,Nuestro Orgullo,2,,74,37,1479,(Previously:1517),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1972,1,Nuestro Orgullo Tequila Añejo,Nuestro Orgullo,1,,78,39,1479,(Previously:1517),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1987,1,Ocho Rojo Reposado,Ocho Rojo,2,,74,37,1499,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1994,1,Ojo de Dios Blanco,Ojo de Dios,2,80,,40,1079,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Copper Pot,-,38% abv (76 proof),-,2,Fruity,2,Melon,1,Agave (cooked),,,,,,,,,,,,,,,,,,,2,Fruity,2,Melon,1,Agave (cooked),,,,,,,,,,,,,,,,,,
1995,1,Ojo de Dios Reposado,Ojo de Dios,0,,,0,1079,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Copper Pot,-,38% abv (76 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1999,1,Olmeca Blanco,Olmeca,49,48,57,52.5,1111,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens Autoclave (high pressure),Roller Mill,Deep well water,Stainless steel tanks Mixto Fermentation without fibers,2x distilled,Copper Pot Column,-,40% abv (80-proof) 35-39% abv (70-78 proof),Rested in stainless steel,3,Pepper (black),3,Alcohol,2,Agave (cooked),1,Clove,1,White Pepper,1,Yeast/Dough,1,Vegetal,1,Smoke,1,Anise,1,Solvent,1,Agave (raw),,,2,Pepper (black),2,Agave (cooked),2,Alcohol,1,Clove,1,White Pepper,1,Yeast/Dough,1,Vegetal,1,Smoke,,,,,,,,
2000,1,Olmeca Gold,Olmeca,40,36,48,42,1111,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens Autoclave (high pressure),Roller Mill,Deep well water,Mixto Stainless steel tanks,2x distilled,Column,-,40% abv (80-proof),-,1,Agave (cooked),1,Mild Ammonia,1,Medicinal,,,,,,,,,,,,,,,,,,,1,Nuts,,,,,,,,,,,,,,,,,,,,,,
2001,1,Olmeca Reposado,Olmeca,32,68,65,66.5,1111,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens Autoclave (high pressure),Roller Mill,Deep well water,Stainless steel tanks Mixto Fermentation without fibers,2x distilled,Copper Pot Column,American White Oak barrels Used barrels Bourbon barrels,40% abv (80-proof) 35-39% abv (70-78 proof),Rested in stainless steel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2002,1,Olmeca Extra Aged Edicion Black,Olmeca,3,,78,39,1111,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens Autoclave (high pressure),Roller Mill,Deep well water,Stainless steel tanks Mixto,2x distilled,Copper Pot Column,American White Oak barrels Used barrels Bourbon barrels,40% abv (80-proof) 35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003,1,Olmeca Añejo Extra Aged,Olmeca,7,84,79,81.5,1111,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens Autoclave (high pressure),Roller Mill,Deep well water,Stainless steel tanks Mixto,2x distilled,Copper Pot Column,American White Oak barrels Used barrels Bourbon barrels,35-39% abv (70-78 proof),-,1,Butter,1,Caramel,1,Vanilla,1,Licorice,1,Tobacco,1,Butterscotch,1,Hazelnut,1,Honey,,,,,,,,,1,Caramel,1,Tobacco,1,Barrel Spice,1,Butterscotch,1,Coffee,1,Hazelnut,1,Honey,1,Molasses,1,Toffee,1,Whiskey,,,,
2004,1,Olmeca Altos Plata,Olmeca Altos,1205,81,81,81,1111,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona Roller Mill,Deep well water,100% agave Stainless steel tanks Fermentation with fibers,2x distilled,Copper Pot,-,40% abv (80-proof) 35-39% abv (70-78 proof),Cold filtered Rested in stainless steel,11,8  Agave (cooked),71,Pepper (black),55,Citrus,47,Alcohol,30,Earth,24,Vegetal,23,Grass,23,Minerals,19,Lime,18,Agave (raw),14,Vanilla,13,Fruity,12,5  Agave (cooked),94,Pepper (black),59,Citrus,55,Alcohol,29,Grass,27,Earth,26,Minerals,25,White Pepper,24,Vegetal,18,Lime,17,Agave (raw),16,Vanilla
2005,1,Olmeca Altos Reposado,Olmeca Altos,866,80,79,79.5,1111,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona Roller Mill,Deep well water,100% agave Stainless steel tanks Fermentation with fibers,2x distilled,Copper Pot,American White Oak barrels Used barrels Bourbon barrels,40% abv (80-proof) 35-39% abv (70-78 proof),Cold filtered,64,Agave (cooked),38,Pepper (black),34,Oak,32,Vanilla,28,Alcohol,23,Caramel,19,Citrus,14,Cinnamon,13,Earth,12,Vegetal,12,Smoke,10,Flowers,77,Agave (cooked),60,Pepper (black),40,Oak,34,Vanilla,32,Alcohol,27,Caramel,23,Cinnamon,20,Smoke,18,Citrus,12,Barrel Spice,11,Whiskey,10,Vegetal
2006,1,Olmeca Altos Añejo,Olmeca Altos,214,78,82,80,1111,,Jalisco (Los Altos),Jalisco (Los Altos Southern),Stone/Brick Ovens,Tahona Roller Mill,Deep well water,Stainless steel tanks 100% agave Fermentation with fibers,2x distilled,Copper Pot,American White Oak barrels Used barrels Bourbon barrels,40% abv (80-proof),Cold filtered,15,Agave (cooked),14,Oak,12,Caramel,10,Vanilla,6,Butter,6,Alcohol,4,Cinnamon,4,Baking Spice,4,Whiskey,3,Citrus,3,Orange Peel,3,Astringent,20,Agave (cooked),20,Oak,16,Vanilla,12,Caramel,10,Cinnamon,9,Alcohol,7,Pepper (black),6,Orange Peel,5,Butter,5,Whiskey,4,Earth,4,Vegetal
2012,1,Onze Black Reposado,Onze Black,0,,,0,1590,(Previously:1420),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2013,1,Onze Black Blanco,Onze Black,0,,,0,1590,(Previously:1420),-,Jalisco (Los Altos Southern),-,-,-,Stainless steel tanks 100% agave,2x distilled,-,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2025,1,Orgullo Charro Tequila Reposado,Orgullo Charro,0,,,0,1499,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2026,1,Orgullo Heredado Reposado,Orgullo Heredado,1,,76,38,1548,(Previously:1479),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,Stainless steel tanks 100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2027,1,Orgullo Heredado Blanco,Orgullo Heredado,1,,45,22.5,1548,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,Stainless steel tanks 100% agave Fermentation without fibers,2x distilled,Copper Pot,-,38% abv (76 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2028,1,Orgullo Pueblo Viejo Añejo (US),Orgullo Pueblo Viejo,43,84,83,83.5,1103,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,French Oak barrels American White Oak barrels New barrels Used barrels,40% abv (80-proof),-,7,Agave (cooked),6,Vanilla,6,Caramel,5,Whiskey,3,Butterscotch,3,Orange,3,Pepper (black),2,Raisin,2,Cinnamon,2,Butter,2,Alcohol,1,Molasses,6,Caramel,6,Agave (cooked),5,Vanilla,5,Pepper (black),5,Oak,4,Orange,3,Butterscotch,3,Alcohol,3,Whiskey,2,Orange Peel,2,Licorice,2,Baking Spice
2029,1,Orgullo Pueblo Viejo Blanco,Orgullo Pueblo Viejo,21,81,81,81,1103,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Open-air fermentation,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,4,Grass,3,Agave (cooked),2,Earth,2,Pepper (black),1,Fruity,1,Flowers,1,Peach,1,Licorice,1,Bell Pepper,1,Citrus,1,Alcohol,1,Mint,4,Pepper (black),3,Earth,3,Agave (cooked),2,Grass,1,Fruity,1,Flowers,1,Peach,1,Licorice,1,Bell Pepper,1,Citrus,1,Apple (green),1,Basil
2030,1,Orgullo Pueblo Viejo Reposado,Orgullo Pueblo Viejo,21,79,80,79.5,1103,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,Deep well water,100% agave Stainless steel tanks Open-air fermentation,2x distilled,Stainless Steel Pot,American White Oak barrels New barrels Used barrels,40% abv (80-proof),-,3,Agave (cooked),1,Cherry,1,Orange,1,Fruity,1,Pepper (black),1,Cinnamon,1,Nuts,1,Astringent,1,Vanilla,1,Oak,1,Caramel,,,2,Agave (cooked),2,Pepper (black),2,Cinnamon,2,Oak,1,Earth,1,Cherry,1,Orange,1,Fruity,1,Nuts,1,Astringent,1,Vanilla,1,Baking Spice
2031,1,Orgullo Pueblo Viejo Añejo,Orgullo Pueblo Viejo,36,86,85,85.5,1103,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks Open-air fermentation,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,2,Agave (cooked),2,Caramel,2,Vanilla,2,Coffee,2,Toffee,2,Oak,1,Cinnamon,1,Orange Peel,1,Clove,1,Butterscotch,1,Charcoal,1,Citrus,2,Toffee,2,Pepper (black),1,Coffee,1,Agave (cooked),1,Caramel,1,Citrus,1,Vanilla,1,Nuts,1,Plum,1,Licorice,1,Raisin,1,Almond
2035,1,Origine Tequila Blanco,Origine,0,,,0,1420,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2036,1,Origine Tequila Añejo,Origine,3,,69,34.5,1420,,-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Pot w/Copper Coil,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2037,1,Oro Azul Blanco,Oro Azul,56,85,85,85,1580,(Previously:1079),-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,6,Pepper (black),5,Pear,4,Grass,3,Agave (raw),3,Flowers,2,Citrus,2,Fruity,2,Agave (cooked),1,Rose,1,Gardenia,1,Spearmint,1,Grapefruit,5,Pepper (black),4,Pear,3,Agave (cooked),3,Vegetal,2,Agave (raw),2,Nuts,2,Almond,2,Grass,1,Rose,1,Flowers,1,Celery,1,Basil
2038,1,Oro Azul Reposado,Oro Azul,63,86,82,84,1580,(Previously:1079),-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,7,Agave (cooked),4,Vanilla,2,Butterscotch,2,Vegetal,2,Flowers,2,Caramel,1,Fruity,1,Peppermint,1,Baking Spice,1,Anise,1,Oak,1,Barrel Spice,8,Agave (cooked),4,Vanilla,4,Oak,3,Caramel,3,Baking Spice,3,Anise,2,Butterscotch,2,Vegetal,2,White Pepper,2,Pepper (black),2,Barrel Spice,1,Fruity
2039,1,Oro Azul Añejo,Oro Azul,39,83,84,83.5,1580,(Previously:1079),-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,8,Caramel,6,Alcohol,6,Agave (cooked),4,Oak,3,Vanilla,3,Pepper (black),3,Tropical Fruits,3,Butterscotch,2,Cherry,2,Butter,2,Earth,2,Fruity,11,Caramel,11,Agave (cooked),5,Alcohol,5,Butter,5,Pepper (black),5,Oak,4,Vanilla,4,Earth,3,Tropical Fruits,3,Dried Fruit,3,Butterscotch,2,Fruity
2040,1,Oro Azul Extra Añejo,Oro Azul,0,,,0,1580,(Previously:1079),-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2041,1,Oro Azul Blanco (Millenium Edition),Oro Azul,2,,90,45,1079,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,-,-,100% agave,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2042,1,Oro Azul Reposado (Millenium Edition),Oro Azul,0,,,0,1079,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2069,1,Tequila Ortigoza Blanco,Ortigoza,0,,,0,1548,(Previously:1489 1137 1298),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2070,1,Tequila Ortigoza Joven,Ortigoza,3,78,75,76.5,1548,(Previously:1489 1137 1298),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,2,Agave (cooked),2,Oak,1,Caramel,1,Pear,1,Orange,1,Anise,1,Sage,1,Orange Blossom,1,Tamarind,1,Barrel Spice,1,Wood Shavings,,,2,Oak,1,Vanilla,1,Peach,1,Orange,1,Orange Blossom,1,Toffee,1,Wood Shavings,1,Agave (cooked),,,,,,,,
2071,1,Tequila Ortigoza Reposado,Ortigoza,8,74,52,63,1548,(Previously:1489 1137 1298),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2072,1,Tequila Ortigoza Añejo,Ortigoza,2,,80,40,1548,(Previously:1489 1137 1298),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Copper Pot,-,40% abv (80-proof),-,2,Butter,2,Agave (cooked),2,Nuts,1,Vanilla,1,Oak,1,Yeast/Dough,,,,,,,,,,,,,2,Agave (cooked),2,Oak,2,Vanilla,1,Nuts (Roasted),1,Butter,1,Yeast/Dough,1,Nuts,,,,,,,,,,
2083,1,Padilla Blanco,Padilla,0,,,0,1584,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,-,-,-,-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2094,1,Palapa Tequila Plata,Palapa,1,,76,38,1468,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2095,1,Palapa Tequila Reposado,Palapa,1,,75,37.5,1468,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,1,Butter,1,Agave (cooked),1,Caramel,1,Earth,1,Oak,1,Pepper (black),1,Vanilla,1,Apple,1,Banana,1,Dried Fruit,1,Melon,1,Peach,1,Agave (cooked),1,Butter,1,Caramel,1,Olive,1,Pepper (black),1,Vanilla,1,Apple,1,Coconut,1,Fruity,1,Melon,1,Tropical Fruits,1,Lemon
2096,1,Palapa Tequila Añejo,Palapa,0,,,0,1468,,-,Jalisco (Los Altos Southern),Stone/Brick Ovens,Roller Mill,-,100% agave Stainless steel tanks,2x distilled,Stainless Steel Pot,-,35-39% abv (70-78 proof),-,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2112,1,paQui Silvera,Paqui,23,78,80,79,1545,(Previously:1502),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,4,Agave (cooked),2,Honey,2,Earth,1,Herbal,1,Butter,1,Rubber,1,Flowers,,,,,,,,,,,2,Mint,2,Agave (cooked),2,Pepper (black),1,Honey,1,Butter,1,Earth,1,Rubber,,,,,,,,,,
2113,1,Paqui Añejo Tequila,Paqui,19,81,84,82.5,1545,(Previously:1502),-,Jalisco (Los Altos Southern),Autoclave (high pressure),Roller Mill,Deep well water,Stainless steel tanks 100% agave,2x distilled,Stainless Steel Pot,-,40% abv (80-proof),-,3,Agave (cooked),3,Caramel,2,Cinnamon,2,Vanilla,1,Butter,1,Tobacco,1,Flowers,1,Honey,1,Butterscotch,1,Fruity,1,Orange Blossom,1,Allspice,3,Agave (cooked),3,Caramel,3,Cinnamon,2,Butterscotch,2,Vanilla,1,Citrus,1,Orange Blossom,1,Almond,1,Fruity,1,Oak,1,White Pepper,1,Butter
