name,datetime,tempmax,tempmin,temp,feelslikemax,feelslikemin,feelslike,dew,humidity,precip,precipprob,precipcover,preciptype,snow,snowdepth,windgust,windspeed,winddir,sealevelpressure,cloudcover,visibility,solarradiation,solarenergy,uvindex,severerisk,sunrise,sunset,moonphase,conditions,description,icon,stations
"Tequila, Mexico",2021-06-19,69.5,63.2,65.5,69.5,63.2,65.5,61.2,86.3,0.613,100,20.83,rain,,,,21.9,103.8,1010.9,95.4,4.3,55.1,4.7,3,,2021-06-19T07:14:51,2021-06-19T20:38:53,0.32,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2021-06-20,82.5,61.2,69.1,82.2,61.2,69.1,59.4,73.9,0.012,100,12.5,rain,,,,9.2,271,1016.5,92,7.8,193.6,16.8,9,,2021-06-20T07:15:03,2021-06-20T20:39:07,0.36,"Rain, Overcast",Cloudy skies throughout the day with early morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2021-06-21,83.6,63.2,72.1,83.4,63.2,72.1,59.9,67.9,0,0,0,,,,,6.5,283.7,1016,79.6,7.4,218,18.8,8,,2021-06-21T07:15:16,2021-06-21T20:39:20,0.39,Partially cloudy,Partly cloudy throughout the day.,partly-cloudy-day,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2021-06-22,79.1,64.5,70,79.1,64.5,70,63,79.5,0.118,100,4.17,rain,,,,11.4,308.7,1012.4,85.1,6.8,124.8,10.9,5,,2021-06-22T07:15:30,2021-06-22T20:39:31,0.43,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2021-06-23,78.9,63.9,69.1,78.9,63.9,69.1,61.8,79,0.091,100,8.33,rain,,,,8.1,273.9,1015.3,88.9,7.2,154.7,13.3,7,,2021-06-23T07:15:44,2021-06-23T20:39:43,0.46,"Rain, Partially cloudy",Partly cloudy throughout the day with rain in the morning and afternoon.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2021-06-24,84.3,62.7,70.4,83.8,62.7,70.4,60.1,73,1.008,100,12.5,rain,,,,6.9,311.6,1016.5,86.3,7.1,213.1,18.5,8,,2021-06-24T07:15:59,2021-06-24T20:39:53,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2021-06-25,83.6,62,69.7,83.5,62,69.7,60.3,74.5,0.48,100,8.33,rain,,,,19.7,132,1013.2,87.8,6.5,174.3,14.9,8,,2021-06-25T07:16:15,2021-06-25T20:40:02,0.53,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2021-06-26,79.8,57.9,68,79.8,57.9,68,57.9,72.6,0.079,100,4.17,rain,,,,12.1,123.8,1010.4,88.5,8.2,226.3,19.4,9,,2021-06-26T07:16:31,2021-06-26T20:40:10,0.56,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76612099999,F0752,remote"
"Tequila, Mexico",2021-06-27,74.4,60,66,74.4,60,66,58,76.5,0.263,100,75,rain,,,28.9,18.3,122.5,1014.3,92.7,7.7,149.5,12.9,6,,2021-06-27T07:16:48,2021-06-27T20:40:18,0.6,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,F0752,remote"
"Tequila, Mexico",2021-06-28,72.9,60.2,66.3,72.9,60.2,66.3,59.2,79.3,0.059,100,8.33,rain,,,,14.3,173,1010.4,92.7,7.1,147.5,12.7,5,,2021-06-28T07:17:05,2021-06-28T20:40:24,0.63,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2021-06-29,75.3,58,67,75.3,58,67,57.5,73.4,0.004,100,4.17,rain,,,,13.9,196.3,1015.5,86,7.9,175.7,15.2,9,,2021-06-29T07:17:23,2021-06-29T20:40:30,0.66,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2021-06-30,83.9,60,70.7,84.7,60,70.7,59,69.9,1.102,100,4.17,rain,,,,4.7,239.4,1011.4,75.3,8.1,238.6,20.6,9,,2021-06-30T07:17:42,2021-06-30T20:40:35,0.69,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,F0752,remote"
"Tequila, Mexico",2021-07-01,79.2,65.4,69.1,79.2,65.4,69.1,63.4,83.3,1.417,100,20.83,rain,,,,6.5,193.7,1012.6,92.6,6.1,142.3,12.4,6,,2021-07-01T07:18:01,2021-07-01T20:40:38,0.75,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"MMGL,76612099999,F0752,remote"
"Tequila, Mexico",2021-07-02,80.1,61.8,69.2,81.1,61.8,69.2,62,79.9,0.217,100,12.5,rain,,,,6.7,191.1,1012.9,90.9,6.2,204,17.5,8,,2021-07-02T07:18:21,2021-07-02T20:40:41,0.76,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-03,79.4,62,68.8,79.4,62,68.8,60.3,76.9,0.843,100,8.33,rain,,,,10.3,164.2,1017.3,85.8,7.4,131.9,11.3,6,,2021-07-03T07:18:41,2021-07-03T20:40:42,0.79,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-04,83.4,62.5,71.4,82.6,62.5,71.4,60.3,71.4,0.044,100,41.67,rain,,,,8.1,216.9,1013.4,66.3,8.2,260.3,22.5,9,,2021-07-04T07:19:01,2021-07-04T20:40:43,0.83,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-05,85,63.8,72.2,84.4,63.8,72.1,61.9,73.7,0.551,100,4.17,rain,,,,7.4,281.1,1011.2,79,7.7,276,23.8,10,,2021-07-05T07:19:22,2021-07-05T20:40:42,0.86,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-06,84.1,63.9,72.6,82.8,63.9,72.6,60.5,69.4,0.056,100,50,rain,,,,11.4,286.9,1012.6,74.4,8.4,274.2,23.7,9,,2021-07-06T07:19:43,2021-07-06T20:40:41,0.89,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-07,80.3,62.5,70.3,80.6,62.5,70.3,60.6,73.7,0.096,100,41.67,rain,,,,8.9,283.9,1011,85.6,7.6,228.7,19.7,9,,2021-07-07T07:20:04,2021-07-07T20:40:38,0.92,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-08,80.7,62.5,68.9,80.6,62.5,68.8,59.9,76.2,1.142,100,8.33,rain,,,,12.8,278.4,1015.1,91.5,7.3,205.8,17.8,10,,2021-07-08T07:20:26,2021-07-08T20:40:34,0.96,"Rain, Overcast",Cloudy skies throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-09,78.2,62.5,69.2,78.2,62.5,69.2,61.8,79.8,1.385,100,16.67,rain,,,,8.1,216.9,1015.2,85.1,6.2,184.2,15.9,9,,2021-07-09T07:20:48,2021-07-09T20:40:29,0,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-10,81.1,62.3,69.3,81.5,62.3,69.3,61.2,77.5,0.126,100,8.33,rain,,,29.1,11.2,269.5,1016.9,74.6,8.1,186.3,16.2,6,,2021-07-10T07:21:11,2021-07-10T20:40:23,0.02,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-11,80.3,62.5,70,81.4,62.5,70,62,78,0.016,100,4.17,rain,,,,6.7,326.5,1015.2,85.2,7.1,215.9,18.5,8,,2021-07-11T07:21:33,2021-07-11T20:40:16,0.06,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-12,78,60.5,68.1,78,60.5,68.1,60.2,78.3,3.06,100,16.67,rain,,,,7.1,309.1,1016.2,94.9,6.5,225.2,19.6,9,,2021-07-12T07:21:56,2021-07-12T20:40:08,0.09,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-13,78.5,61.8,67.6,78.5,61.8,67.6,61.4,81.9,2.056,100,12.5,rain,,,,6.9,4.1,1016.4,93.8,6.9,143.1,12.3,6,,2021-07-13T07:22:19,2021-07-13T20:39:59,0.13,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"MMGL,76613399999,76612099999,F6811,remote,F6804"
"Tequila, Mexico",2021-07-14,80.3,60.7,68.3,80.5,60.7,68.4,60.2,77.5,0.276,100,8.33,rain,,,,8.1,70.2,1018.5,77.5,7.4,218.7,18.7,9,,2021-07-14T07:22:42,2021-07-14T20:39:48,0.17,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-15,79,63.8,69.6,79,63.8,69.6,61.2,76.4,0.079,100,4.17,rain,,,,9.2,27.8,1018.3,88.7,7.1,209.4,18,7,,2021-07-15T07:23:05,2021-07-15T20:39:37,0.2,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-16,76.4,61.8,66.5,76.4,61.8,66.5,62.2,86.8,2.52,100,25,rain,,,,7.6,173.7,1015.3,93.1,5.5,111.7,9.6,6,,2021-07-16T07:23:28,2021-07-16T20:39:24,0.24,"Rain, Overcast",Cloudy skies throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-17,83,60.7,68.6,82.4,60.7,68.6,60.1,77.3,0.079,100,4.17,rain,,,,8.5,135.1,1018.3,86.1,6.2,234,20.2,9,,2021-07-17T07:23:52,2021-07-17T20:39:10,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-18,84.8,60.5,70.1,84.3,60.5,70.1,60.2,74.1,0.247,100,70.83,rain,,,,8.1,69,1016.8,75.4,7.1,256.9,22.1,9,,2021-07-18T07:24:15,2021-07-18T20:38:55,0.31,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-19,81.8,59.4,69.1,81.9,59.4,69.1,60.6,76.6,1.26,100,8.33,rain,,,,11.2,43.6,1016,66.3,6.9,252.2,21.8,10,,2021-07-19T07:24:38,2021-07-19T20:38:39,0.34,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-20,86.3,58.9,72.5,85.9,58.9,72.3,59.5,67.6,0.044,100,29.17,rain,,,,4.5,285.9,1013.8,59.5,7.2,278.1,24.1,9,,2021-07-20T07:25:02,2021-07-20T20:38:22,0.38,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-21,74.6,64.1,69.9,74.6,64.1,69.9,64.1,82.7,0.945,100,8.33,rain,,,,4.5,19,1009.8,82,5.6,109.7,9.4,4,,2021-07-21T07:25:25,2021-07-21T20:38:04,0.41,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"76612099999,remote,F6804"
"Tequila, Mexico",2021-07-22,80.7,62.9,69.9,81.5,62.9,70,62.1,77.8,0.039,100,4.17,rain,,,,8,86.8,1013.5,77.2,7.2,190.2,16.3,9,,2021-07-22T07:25:49,2021-07-22T20:37:45,0.45,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-23,83,61.4,70.3,82.8,61.4,70.3,60.6,73.9,0.072,100,37.5,rain,,,,18.3,336.1,1017.2,74.8,7.8,222.1,19.3,9,,2021-07-23T07:26:12,2021-07-23T20:37:24,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-24,81.4,61.8,69.2,81.1,61.8,69.2,60.8,77.3,0.039,100,4.17,rain,,,,5.8,302.1,1016.5,81.3,6.6,211.6,18.2,9,,2021-07-24T07:26:36,2021-07-24T20:37:03,0.52,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-25,84.5,61.8,70.2,83.6,61.8,70.2,61,75.2,0.221,100,8.33,rain,,,,13.9,343.8,1012.7,77.5,7.3,213.9,18.3,10,,2021-07-25T07:26:59,2021-07-25T20:36:40,0.55,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-26,85.2,60.6,70.3,83.9,60.6,70.2,60.6,74.7,0.191,100,66.67,rain,,,,6.9,115.4,1013.6,68.5,7.4,241.6,20.8,9,,2021-07-26T07:27:22,2021-07-26T20:36:16,0.58,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-27,86.1,58.4,70.1,84.6,58.4,69.9,59,71.2,1.457,100,8.33,rain,,,,8.1,349.7,1016.4,73.8,7.8,239.4,20.6,9,,2021-07-27T07:27:45,2021-07-27T20:35:51,0.62,"Rain, Partially cloudy",Partly cloudy throughout the day with rain clearing later.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-28,81.4,62.7,69.6,81.6,62.7,69.6,61.6,77.6,0.118,100,4.17,rain,,,,6.9,320.5,1015.5,78.6,7.5,215.3,18.5,9,,2021-07-28T07:28:08,2021-07-28T20:35:25,0.65,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-29,81.2,64.1,68.8,82,64.1,68.9,62.1,81,0.012,100,4.17,rain,,,,6.7,30.4,1013.1,88.4,7.5,160.8,14,8,,2021-07-29T07:28:31,2021-07-29T20:34:58,0.68,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-30,81.8,62.5,71.3,82.3,62.5,71.4,60.7,71.9,0.004,100,4.17,rain,,,,11.4,64.1,1016.4,88.7,7.3,248.6,21.4,9,,2021-07-30T07:28:53,2021-07-30T20:34:30,0.71,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-07-31,82.1,64.7,70,81.9,64.7,70,60.7,74.5,0.433,100,83.33,rain,,,,5.8,85.6,1018.6,84.5,8.1,195.5,16.9,9,,2021-07-31T07:29:16,2021-07-31T20:34:01,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-01,86.5,60.7,71.9,85.8,60.7,72,60.8,70.7,0.276,100,4.17,rain,,,,4.5,340.5,1012.5,55,8.3,282.4,24.3,9,,2021-08-01T07:29:38,2021-08-01T20:33:31,0.78,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-02,82.1,61.8,69.6,82.1,61.8,69.6,62.4,80.1,1.3,100,12.5,rain,,,38,9,281.8,1016.4,74.2,6.2,228.2,19.6,9,,2021-08-02T07:30:00,2021-08-02T20:33:00,0.81,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-03,82.1,63.8,70.6,82.6,63.8,70.6,61.5,75.4,0.163,100,79.17,rain,,,,6.9,251,1015.4,82.1,8.3,228.9,19.8,8,,2021-08-03T07:30:22,2021-08-03T20:32:28,0.84,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-04,80.9,63.4,70.2,81.6,63.4,70.3,62.4,78.6,0.155,100,79.17,rain,,,,6.7,244.5,1015.4,89,6.2,217.7,18.9,9,,2021-08-04T07:30:44,2021-08-04T20:31:55,0.87,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-05,76.6,63.4,68.6,76.6,63.4,68.6,62.5,82.1,0.984,100,4.17,rain,,,,5.8,304.4,1016.4,92.6,6.3,174.7,14.9,7,,2021-08-05T07:31:05,2021-08-05T20:31:21,0.91,"Rain, Overcast",Cloudy skies throughout the day with afternoon rain.,rain,"MMGL,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-06,76.9,60.7,67.6,76.9,60.7,67.6,62.5,84.7,0.535,100,16.67,rain,,,,6.9,219.3,1017.5,95.2,6.3,144.3,12.3,10,,2021-08-06T07:31:26,2021-08-06T20:30:45,0.94,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-07,81.2,62.9,69.5,81.5,62.9,69.5,62.4,80.3,0.087,100,8.33,rain,,,,7.2,184.6,1015.1,82.4,8.2,207.6,17.9,9,,2021-08-07T07:31:47,2021-08-07T20:30:09,0.97,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-08,83,60.9,69.6,83.8,60.9,69.6,62,79.1,0.096,100,66.67,rain,,,,8.1,163.1,1015.4,75.5,7.1,235.8,20.4,10,,2021-08-08T07:32:08,2021-08-08T20:29:33,0,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-09,80.7,62.7,69.1,80.9,62.7,69.1,61.5,79.4,0.161,100,62.5,rain,,,,11.4,174.7,1015.1,82.9,7.6,190.9,16.5,9,,2021-08-09T07:32:28,2021-08-09T20:28:55,0.04,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-10,80.7,61.4,69.1,80.9,61.4,69.1,60.8,76.7,0.039,100,4.17,rain,,,,5.8,133.2,1017.8,86.1,7.2,235.9,20.3,10,,2021-08-10T07:32:49,2021-08-10T20:28:16,0.08,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-11,82.7,63.8,69.3,82.4,63.8,69.3,61.5,78.4,0.076,100,54.17,rain,,,26.8,17.2,102.9,1016.5,89.8,7.1,239.2,20.8,9,,2021-08-11T07:33:09,2021-08-11T20:27:36,0.11,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-12,80.7,60.7,69.3,81.5,60.7,69.4,60.1,74.8,0.124,100,45.83,rain,,,,5.1,273.8,1018.3,78.8,6.9,232.7,20.3,9,,2021-08-12T07:33:28,2021-08-12T20:26:56,0.15,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-13,83,61.1,69,83.1,61.1,69,60.7,77.2,0.984,100,4.17,rain,,,,12.8,295.6,1018.3,79.8,8.1,208.4,18.1,9,,2021-08-13T07:33:48,2021-08-13T20:26:15,0.18,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-14,80.7,59.3,68.7,81.2,59.3,68.7,59.8,75,0.271,100,66.67,rain,,,18.3,12.8,116.4,1019.3,76.8,8.2,179,15.5,6,,2021-08-14T07:34:07,2021-08-14T20:25:33,0.22,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-15,84.8,60.7,70,86.2,60.7,70,61.1,75.4,0.068,100,58.33,rain,,,,6.9,61.3,1016.4,73.1,8.1,245.4,21.1,10,,2021-08-15T07:34:26,2021-08-15T20:24:50,0.25,"Rain, Partially cloudy",Partly cloudy throughout the day with a chance of rain throughout the day.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-16,82.7,63.2,69.6,82.9,63.2,69.6,62.5,80.2,0.267,100,12.5,rain,,,,5.1,306,1012.2,81.9,7.7,204.4,17.6,9,,2021-08-16T07:34:45,2021-08-16T20:24:06,0.29,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-17,80.3,63.8,69.1,80.7,63.8,69.2,63.6,84.2,1.339,100,4.17,rain,,,,4.9,298.4,1014,88.3,8.3,169.4,14.7,9,,2021-08-17T07:35:03,2021-08-17T20:23:21,0.33,"Rain, Partially cloudy",Partly cloudy throughout the day with afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-18,84.8,64.3,70.7,85.4,64.3,70.8,63.3,80,0.981,100,8.33,rain,,,,5.8,276.3,1015.5,84.6,7,202.4,17.5,9,,2021-08-18T07:35:21,2021-08-18T20:22:36,0.36,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-19,84.8,62.3,70.3,86.5,62.3,70.5,62.5,78.5,0.118,100,4.17,rain,,,,6.9,238.1,1014.2,72.5,7.8,216,18.7,9,,2021-08-19T07:35:39,2021-08-19T20:21:50,0.4,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-20,84.5,63.6,72,83.9,63.6,71.9,61.7,73.6,0.315,100,4.17,rain,,,,7.8,17.9,1009.3,66.5,7.9,286.9,24.7,10,,2021-08-20T07:35:57,2021-08-20T20:21:04,0.44,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-21,80.9,62.5,70.5,81.4,62.5,70.6,62.1,76.9,0.118,100,4.17,rain,,,17.9,19.7,33.6,1010.2,88,8.1,224.6,19.4,10,,2021-08-21T07:36:14,2021-08-21T20:20:17,0.47,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-22,78.2,63.2,69.6,78.2,63.2,69.6,61.5,76.4,0.083,100,4.17,rain,,,,13.9,114.8,1014.1,89.6,7.9,233.4,20.2,9,,2021-08-22T07:36:32,2021-08-22T20:19:29,0.5,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-23,82.5,62.5,69.6,82.2,62.5,69.6,61.4,78,0.539,100,4.17,rain,,,,9.2,109.6,1016,62.6,7.9,264.2,22.8,10,,2021-08-23T07:36:49,2021-08-23T20:18:40,0.54,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-24,80.9,58.9,69.8,81.4,58.9,69.9,59.5,72.2,0.047,100,4.17,rain,,,,8.5,67,1012.7,61.6,8.6,276.1,23.8,10,,2021-08-24T07:37:05,2021-08-24T20:17:51,0.57,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-25,82.7,62,70.9,82.6,62,70.9,60.9,73.2,0.079,100,4.17,rain,,,,11.4,63.4,1014,69.6,8.8,228.5,19.7,7,,2021-08-25T07:37:22,2021-08-25T20:17:01,0.6,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-26,80.7,60.9,70.2,80.8,60.9,70.3,59.1,69.5,0.012,100,12.5,rain,,,17.9,11.6,72.8,1011.7,74.4,8.3,225.8,19.5,8,,2021-08-26T07:37:38,2021-08-26T20:16:11,0.64,"Rain, Partially cloudy",Partly cloudy throughout the day with early morning rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-27,79.1,58.9,67.1,79.1,58.9,67.1,57.1,71.9,0.008,100,4.17,rain,,,,12.5,87,1013.6,88.8,8.2,193.9,16.8,8,,2021-08-27T07:37:54,2021-08-27T20:15:20,0.67,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-28,72.4,59.6,64.8,72.4,59.6,64.8,60.3,85.8,0.205,100,16.67,rain,,,22.4,21.9,105.3,1013.4,97,6.9,123.6,10.7,8,,2021-08-28T07:38:10,2021-08-28T20:14:28,0.7,"Rain, Overcast",Cloudy skies throughout the day with rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-29,78,62.3,67.9,78,62.3,67.9,61.9,82.1,0.035,100,4.17,rain,,,,14.1,190.7,1014,89.5,8.5,155.5,13.4,7,,2021-08-29T07:38:26,2021-08-29T20:13:37,0.73,"Rain, Partially cloudy",Partly cloudy throughout the day with morning rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-30,80.9,59.1,68.4,81.9,59.1,68.4,60.4,78.1,0.024,100,25,rain,,,,6.9,281.2,1014,84.1,7.9,205.2,17.8,8,,2021-08-30T07:38:41,2021-08-30T20:12:44,0.75,"Rain, Partially cloudy",Partly cloudy throughout the day with rain.,rain,"76613399999,76612099999,remote,F6804"
"Tequila, Mexico",2021-08-31,79.4,60.7,68.5,79.4,60.7,68.5,62,81.6,0.039,100,4.17,rain,,,,6.9,277.2,1012.1,75,8.4,258.4,22.3,10,,2021-08-31T07:38:57,2021-08-31T20:11:51,0.8,"Rain, Partially cloudy",Partly cloudy throughout the day with late afternoon rain.,rain,"MMGL,76613399999,76612099999,remote,F6804"
